SalesOrderID,SalesOrderNumber,PurchaseOrderNumber,OrderDate,DueDate,UnitPrice,OrderQty,LineTotal,OrderTotal,DeliveryPriorityRank
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,20.1865,7,141.3055,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,874.794,5,4373.97,13673.8182,151
44801,SO44801,PO9599152040,31/10/2011,12/11/2011,419.4589,3,1258.3767,48156.2081,151
44774,SO44774,PO1885185716,31/10/2011,12/11/2011,2039.994,2,4079.988,12456.6029,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,874.794,5,4373.97,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,874.794,2,1749.588,13673.8182,151
44801,SO44801,PO9599152040,31/10/2011,12/11/2011,2146.962,1,2146.962,48156.2081,151
44774,SO44774,PO1885185716,31/10/2011,12/11/2011,20.1865,4,80.746,12456.6029,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,183.9382,3,551.8146,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,419.4589,2,838.9178,13673.8182,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,28.8404,4,115.3616,59951.2367,151
44774,SO44774,PO1885185716,31/10/2011,12/11/2011,28.8404,1,28.8404,12456.6029,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,28.8404,4,115.3616,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,419.4589,3,1258.3767,13673.8182,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,5.1865,6,31.119,59951.2367,151
44774,SO44774,PO1885185716,31/10/2011,12/11/2011,20.1865,1,20.1865,12456.6029,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,419.4589,5,2097.2945,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,419.4589,4,1677.8356,13673.8182,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,27.879,12,334.548,59951.2367,151
44774,SO44774,PO1885185716,31/10/2011,12/11/2011,5.51,12,66.12,12456.6029,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,419.4589,8,3355.6712,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,419.4589,3,1258.3767,13673.8182,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,2146.962,4,8587.848,59951.2367,151
44785,SO44785,PO4669162900,31/10/2011,12/11/2011,28.8404,5,144.202,144.202,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,178.5808,2,357.1616,59951.2367,151
44796,SO44796,PO7946119769,31/10/2011,12/11/2011,419.4589,3,1258.3767,13673.8182,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,419.4589,3,1258.3767,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2039.994,4,8159.976,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,356.898,5,1784.49,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2024.994,2,4049.988,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,419.4589,6,2516.7534,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2039.994,2,4079.988,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,183.9382,2,367.8764,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2039.994,1,2039.994,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,178.5808,2,357.1616,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2039.994,1,2039.994,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,419.4589,1,419.4589,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,5.51,12,66.12,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,419.4589,10,4194.589,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2024.994,2,4049.988,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,356.898,8,2855.184,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2024.994,2,4049.988,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,178.5808,1,178.5808,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,5.7,5,28.5,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,183.9382,5,919.691,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,2024.994,3,6074.982,34754.8796,151
44797,SO44797,PO9483142524,31/10/2011,12/11/2011,20.1865,3,60.5595,59951.2367,151
44792,SO44792,PO7192141378,31/10/2011,12/11/2011,28.8404,4,115.3616,34754.8796,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,714.7043,2,1429.4086,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,2039.994,3,6119.982,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,809.76,2,1619.52,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,2024.994,2,4049.988,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,5.7,3,17.1,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,818.7,3,2456.1,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,2024.994,3,6074.982,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,2024.994,5,10124.97,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,714.7043,1,714.7043,40706.7309,151
44799,SO44799,PO9106161251,31/10/2011,12/11/2011,2024.994,4,8099.976,40706.7309,151
44809,SO44809,NULL,01/11/2011,13/11/2011,699.0982,1,699.0982,699.0982,152
44813,SO44813,NULL,01/11/2011,13/11/2011,3578.27,1,3578.27,3578.27,152
44808,SO44808,NULL,01/11/2011,13/11/2011,3578.27,1,3578.27,3578.27,152
44810,SO44810,NULL,01/11/2011,13/11/2011,3578.27,1,3578.27,3578.27,152
44811,SO44811,NULL,01/11/2011,13/11/2011,3578.27,1,3578.27,3578.27,152
44814,SO44814,NULL,01/11/2011,13/11/2011,3578.27,1,3578.27,3578.27,152
44815,SO44815,NULL,01/11/2011,13/11/2011,3374.99,1,3374.99,3374.99,152
44812,SO44812,NULL,01/11/2011,13/11/2011,3578.27,1,3578.27,3578.27,152
44823,SO44823,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44820,SO44820,NULL,02/11/2011,14/11/2011,3374.99,1,3374.99,3374.99,153
44817,SO44817,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44816,SO44816,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44819,SO44819,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44822,SO44822,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44824,SO44824,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44818,SO44818,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44825,SO44825,NULL,02/11/2011,14/11/2011,3578.27,1,3578.27,3578.27,153
44821,SO44821,NULL,02/11/2011,14/11/2011,3399.99,1,3399.99,3399.99,153
44826,SO44826,NULL,03/11/2011,15/11/2011,3578.27,1,3578.27,3578.27,154
44828,SO44828,NULL,03/11/2011,15/11/2011,3578.27,1,3578.27,3578.27,154
44829,SO44829,NULL,03/11/2011,15/11/2011,699.0982,1,699.0982,699.0982,154
44827,SO44827,NULL,03/11/2011,15/11/2011,3399.99,1,3399.99,3399.99,154
44830,SO44830,NULL,03/11/2011,15/11/2011,3578.27,1,3578.27,3578.27,154
44835,SO44835,NULL,04/11/2011,16/11/2011,3578.27,1,3578.27,3578.27,155
44833,SO44833,NULL,04/11/2011,16/11/2011,3578.27,1,3578.27,3578.27,155
44836,SO44836,NULL,04/11/2011,16/11/2011,3578.27,1,3578.27,3578.27,155
44831,SO44831,NULL,04/11/2011,16/11/2011,3374.99,1,3374.99,3374.99,155
44832,SO44832,NULL,04/11/2011,16/11/2011,3578.27,1,3578.27,3578.27,155
44834,SO44834,NULL,04/11/2011,16/11/2011,3374.99,1,3374.99,3374.99,155
44837,SO44837,NULL,05/11/2011,17/11/2011,3578.27,1,3578.27,3578.27,156
44838,SO44838,NULL,05/11/2011,17/11/2011,3578.27,1,3578.27,3578.27,156
44840,SO44840,NULL,05/11/2011,17/11/2011,3578.27,1,3578.27,3578.27,156
44841,SO44841,NULL,05/11/2011,17/11/2011,3578.27,1,3578.27,3578.27,156
44839,SO44839,NULL,05/11/2011,17/11/2011,3578.27,1,3578.27,3578.27,156
44842,SO44842,NULL,06/11/2011,18/11/2011,3578.27,1,3578.27,3578.27,157
44844,SO44844,NULL,06/11/2011,18/11/2011,3578.27,1,3578.27,3578.27,157
44845,SO44845,NULL,06/11/2011,18/11/2011,3578.27,1,3578.27,3578.27,157
44843,SO44843,NULL,06/11/2011,18/11/2011,3578.27,1,3578.27,3578.27,157
44846,SO44846,NULL,06/11/2011,18/11/2011,3578.27,1,3578.27,3578.27,157
44847,SO44847,NULL,06/11/2011,18/11/2011,3399.99,1,3399.99,3399.99,157
44857,SO44857,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44854,SO44854,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44849,SO44849,NULL,07/11/2011,19/11/2011,699.0982,1,699.0982,699.0982,158
44851,SO44851,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44853,SO44853,NULL,07/11/2011,19/11/2011,3374.99,1,3374.99,3374.99,158
44848,SO44848,NULL,07/11/2011,19/11/2011,3374.99,1,3374.99,3374.99,158
44863,SO44863,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44861,SO44861,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44859,SO44859,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44856,SO44856,NULL,07/11/2011,19/11/2011,699.0982,1,699.0982,699.0982,158
44860,SO44860,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44858,SO44858,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44855,SO44855,NULL,07/11/2011,19/11/2011,699.0982,1,699.0982,699.0982,158
44850,SO44850,NULL,07/11/2011,19/11/2011,699.0982,1,699.0982,699.0982,158
44864,SO44864,NULL,07/11/2011,19/11/2011,3374.99,1,3374.99,3374.99,158
44862,SO44862,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44866,SO44866,NULL,07/11/2011,19/11/2011,3374.99,1,3374.99,3374.99,158
44852,SO44852,NULL,07/11/2011,19/11/2011,3578.27,1,3578.27,3578.27,158
44865,SO44865,NULL,07/11/2011,19/11/2011,3374.99,1,3374.99,3374.99,158
44867,SO44867,NULL,08/11/2011,20/11/2011,3578.27,1,3578.27,3578.27,159
44869,SO44869,NULL,08/11/2011,20/11/2011,3578.27,1,3578.27,3578.27,159
44870,SO44870,NULL,08/11/2011,20/11/2011,3578.27,1,3578.27,3578.27,159
44871,SO44871,NULL,08/11/2011,20/11/2011,3399.99,1,3399.99,3399.99,159
44868,SO44868,NULL,08/11/2011,20/11/2011,3578.27,1,3578.27,3578.27,159
44873,SO44873,NULL,09/11/2011,21/11/2011,3578.27,1,3578.27,3578.27,160
44872,SO44872,NULL,09/11/2011,21/11/2011,3578.27,1,3578.27,3578.27,160
44879,SO44879,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44878,SO44878,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44875,SO44875,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44874,SO44874,NULL,10/11/2011,22/11/2011,699.0982,1,699.0982,699.0982,161
44876,SO44876,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44881,SO44881,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44877,SO44877,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44880,SO44880,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44882,SO44882,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44883,SO44883,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44884,SO44884,NULL,10/11/2011,22/11/2011,3578.27,1,3578.27,3578.27,161
44887,SO44887,NULL,11/11/2011,23/11/2011,3578.27,1,3578.27,3578.27,162
44886,SO44886,NULL,11/11/2011,23/11/2011,3578.27,1,3578.27,3578.27,162
44885,SO44885,NULL,11/11/2011,23/11/2011,3578.27,1,3578.27,3578.27,162
44888,SO44888,NULL,11/11/2011,23/11/2011,3578.27,1,3578.27,3578.27,162
44891,SO44891,NULL,12/11/2011,24/11/2011,3578.27,1,3578.27,3578.27,163
44894,SO44894,NULL,12/11/2011,24/11/2011,3374.99,1,3374.99,3374.99,163
44895,SO44895,NULL,12/11/2011,24/11/2011,3374.99,1,3374.99,3374.99,163
44890,SO44890,NULL,12/11/2011,24/11/2011,3399.99,1,3399.99,3399.99,163
44889,SO44889,NULL,12/11/2011,24/11/2011,3374.99,1,3374.99,3374.99,163
44897,SO44897,NULL,12/11/2011,24/11/2011,3578.27,1,3578.27,3578.27,163
44892,SO44892,NULL,12/11/2011,24/11/2011,3578.27,1,3578.27,3578.27,163
44898,SO44898,NULL,12/11/2011,24/11/2011,3578.27,1,3578.27,3578.27,163
44893,SO44893,NULL,12/11/2011,24/11/2011,3578.27,1,3578.27,3578.27,163
44896,SO44896,NULL,12/11/2011,24/11/2011,3399.99,1,3399.99,3399.99,163
44899,SO44899,NULL,12/11/2011,24/11/2011,3374.99,1,3374.99,3374.99,163
44903,SO44903,NULL,13/11/2011,25/11/2011,3578.27,1,3578.27,3578.27,164
44904,SO44904,NULL,13/11/2011,25/11/2011,3374.99,1,3374.99,3374.99,164
44901,SO44901,NULL,13/11/2011,25/11/2011,3578.27,1,3578.27,3578.27,164
44900,SO44900,NULL,13/11/2011,25/11/2011,3578.27,1,3578.27,3578.27,164
44902,SO44902,NULL,13/11/2011,25/11/2011,3578.27,1,3578.27,3578.27,164
44907,SO44907,NULL,14/11/2011,26/11/2011,699.0982,1,699.0982,699.0982,165
44913,SO44913,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44911,SO44911,NULL,14/11/2011,26/11/2011,3374.99,1,3374.99,3374.99,165
44906,SO44906,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44905,SO44905,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44910,SO44910,NULL,14/11/2011,26/11/2011,3399.99,1,3399.99,3399.99,165
44908,SO44908,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44914,SO44914,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44909,SO44909,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44912,SO44912,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44916,SO44916,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44915,SO44915,NULL,14/11/2011,26/11/2011,3578.27,1,3578.27,3578.27,165
44919,SO44919,NULL,15/11/2011,27/11/2011,3578.27,1,3578.27,3578.27,166
44920,SO44920,NULL,15/11/2011,27/11/2011,699.0982,1,699.0982,699.0982,166
44917,SO44917,NULL,15/11/2011,27/11/2011,3578.27,1,3578.27,3578.27,166
44918,SO44918,NULL,15/11/2011,27/11/2011,3374.99,1,3374.99,3374.99,166
44921,SO44921,NULL,15/11/2011,27/11/2011,3578.27,1,3578.27,3578.27,166
44922,SO44922,NULL,15/11/2011,27/11/2011,3578.27,1,3578.27,3578.27,166
44923,SO44923,NULL,15/11/2011,27/11/2011,3578.27,1,3578.27,3578.27,166
44926,SO44926,NULL,16/11/2011,28/11/2011,699.0982,1,699.0982,699.0982,167
44924,SO44924,NULL,16/11/2011,28/11/2011,3578.27,1,3578.27,3578.27,167
44925,SO44925,NULL,16/11/2011,28/11/2011,3578.27,1,3578.27,3578.27,167
44927,SO44927,NULL,16/11/2011,28/11/2011,3374.99,1,3374.99,3374.99,167
44929,SO44929,NULL,17/11/2011,29/11/2011,3578.27,1,3578.27,3578.27,168
44928,SO44928,NULL,17/11/2011,29/11/2011,3578.27,1,3578.27,3578.27,168
44933,SO44933,NULL,17/11/2011,29/11/2011,3578.27,1,3578.27,3578.27,168
44932,SO44932,NULL,17/11/2011,29/11/2011,3578.27,1,3578.27,3578.27,168
44930,SO44930,NULL,17/11/2011,29/11/2011,3578.27,1,3578.27,3578.27,168
44931,SO44931,NULL,17/11/2011,29/11/2011,3578.27,1,3578.27,3578.27,168
44941,SO44941,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44936,SO44936,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44940,SO44940,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44935,SO44935,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44937,SO44937,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44934,SO44934,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44947,SO44947,NULL,18/11/2011,30/11/2011,3399.99,1,3399.99,3399.99,169
44945,SO44945,NULL,18/11/2011,30/11/2011,699.0982,1,699.0982,699.0982,169
44943,SO44943,NULL,18/11/2011,30/11/2011,699.0982,1,699.0982,699.0982,169
44938,SO44938,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44944,SO44944,NULL,18/11/2011,30/11/2011,699.0982,1,699.0982,699.0982,169
44942,SO44942,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44939,SO44939,NULL,18/11/2011,30/11/2011,3578.27,1,3578.27,3578.27,169
44946,SO44946,NULL,18/11/2011,30/11/2011,3374.99,1,3374.99,3374.99,169
44948,SO44948,NULL,19/11/2011,01/12/2011,3578.27,1,3578.27,3578.27,170
44953,SO44953,NULL,19/11/2011,01/12/2011,3578.27,1,3578.27,3578.27,170
44950,SO44950,NULL,19/11/2011,01/12/2011,3578.27,1,3578.27,3578.27,170
44949,SO44949,NULL,19/11/2011,01/12/2011,3374.99,1,3374.99,3374.99,170
44951,SO44951,NULL,19/11/2011,01/12/2011,3578.27,1,3578.27,3578.27,170
44955,SO44955,NULL,19/11/2011,01/12/2011,699.0982,1,699.0982,699.0982,170
44954,SO44954,NULL,19/11/2011,01/12/2011,3578.27,1,3578.27,3578.27,170
44952,SO44952,NULL,19/11/2011,01/12/2011,3374.99,1,3374.99,3374.99,170
44956,SO44956,NULL,19/11/2011,01/12/2011,3374.99,1,3374.99,3374.99,170
44963,SO44963,NULL,20/11/2011,02/12/2011,3399.99,1,3399.99,3399.99,171
44961,SO44961,NULL,20/11/2011,02/12/2011,3578.27,1,3578.27,3578.27,171
44957,SO44957,NULL,20/11/2011,02/12/2011,3578.27,1,3578.27,3578.27,171
44958,SO44958,NULL,20/11/2011,02/12/2011,699.0982,1,699.0982,699.0982,171
44960,SO44960,NULL,20/11/2011,02/12/2011,3578.27,1,3578.27,3578.27,171
44962,SO44962,NULL,20/11/2011,02/12/2011,3578.27,1,3578.27,3578.27,171
44959,SO44959,NULL,20/11/2011,02/12/2011,3578.27,1,3578.27,3578.27,171
44965,SO44965,NULL,20/11/2011,02/12/2011,699.0982,1,699.0982,699.0982,171
44964,SO44964,NULL,20/11/2011,02/12/2011,699.0982,1,699.0982,699.0982,171
44966,SO44966,NULL,20/11/2011,02/12/2011,3578.27,1,3578.27,3578.27,171
44971,SO44971,NULL,21/11/2011,03/12/2011,3578.27,1,3578.27,3578.27,172
44967,SO44967,NULL,21/11/2011,03/12/2011,3578.27,1,3578.27,3578.27,172
44969,SO44969,NULL,21/11/2011,03/12/2011,3578.27,1,3578.27,3578.27,172
44970,SO44970,NULL,21/11/2011,03/12/2011,3578.27,1,3578.27,3578.27,172
44973,SO44973,NULL,21/11/2011,03/12/2011,3578.27,1,3578.27,3578.27,172
44968,SO44968,NULL,21/11/2011,03/12/2011,699.0982,1,699.0982,699.0982,172
44972,SO44972,NULL,21/11/2011,03/12/2011,3578.27,1,3578.27,3578.27,172
44979,SO44979,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44978,SO44978,NULL,22/11/2011,04/12/2011,699.0982,1,699.0982,699.0982,173
44975,SO44975,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44974,SO44974,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44976,SO44976,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44981,SO44981,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44977,SO44977,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44980,SO44980,NULL,22/11/2011,04/12/2011,3578.27,1,3578.27,3578.27,173
44985,SO44985,NULL,23/11/2011,05/12/2011,3578.27,1,3578.27,3578.27,174
44986,SO44986,NULL,23/11/2011,05/12/2011,699.0982,1,699.0982,699.0982,174
44983,SO44983,NULL,23/11/2011,05/12/2011,3578.27,1,3578.27,3578.27,174
44982,SO44982,NULL,23/11/2011,05/12/2011,3578.27,1,3578.27,3578.27,174
44984,SO44984,NULL,23/11/2011,05/12/2011,3578.27,1,3578.27,3578.27,174
44991,SO44991,NULL,24/11/2011,06/12/2011,3578.27,1,3578.27,3578.27,175
44990,SO44990,NULL,24/11/2011,06/12/2011,699.0982,1,699.0982,699.0982,175
44992,SO44992,NULL,24/11/2011,06/12/2011,3578.27,1,3578.27,3578.27,175
44988,SO44988,NULL,24/11/2011,06/12/2011,699.0982,1,699.0982,699.0982,175
44987,SO44987,NULL,24/11/2011,06/12/2011,3578.27,1,3578.27,3578.27,175
44993,SO44993,NULL,24/11/2011,06/12/2011,3374.99,1,3374.99,3374.99,175
44989,SO44989,NULL,24/11/2011,06/12/2011,3578.27,1,3578.27,3578.27,175
44997,SO44997,NULL,25/11/2011,07/12/2011,3578.27,1,3578.27,3578.27,176
44995,SO44995,NULL,25/11/2011,07/12/2011,3578.27,1,3578.27,3578.27,176
44994,SO44994,NULL,25/11/2011,07/12/2011,3578.27,1,3578.27,3578.27,176
45000,SO45000,NULL,25/11/2011,07/12/2011,3578.27,1,3578.27,3578.27,176
44998,SO44998,NULL,25/11/2011,07/12/2011,699.0982,1,699.0982,699.0982,176
44999,SO44999,NULL,25/11/2011,07/12/2011,3578.27,1,3578.27,3578.27,176
45001,SO45001,NULL,25/11/2011,07/12/2011,3578.27,1,3578.27,3578.27,176
44996,SO44996,NULL,25/11/2011,07/12/2011,3374.99,1,3374.99,3374.99,176
45003,SO45003,NULL,26/11/2011,08/12/2011,3578.27,1,3578.27,3578.27,177
45004,SO45004,NULL,26/11/2011,08/12/2011,3578.27,1,3578.27,3578.27,177
45005,SO45005,NULL,26/11/2011,08/12/2011,3578.27,1,3578.27,3578.27,177
45002,SO45002,NULL,26/11/2011,08/12/2011,3578.27,1,3578.27,3578.27,177
45011,SO45011,NULL,27/11/2011,09/12/2011,3578.27,1,3578.27,3578.27,178
45010,SO45010,NULL,27/11/2011,09/12/2011,3578.27,1,3578.27,3578.27,178
45007,SO45007,NULL,27/11/2011,09/12/2011,3578.27,1,3578.27,3578.27,178
45006,SO45006,NULL,27/11/2011,09/12/2011,3578.27,1,3578.27,3578.27,178
45008,SO45008,NULL,27/11/2011,09/12/2011,3578.27,1,3578.27,3578.27,178
45013,SO45013,NULL,27/11/2011,09/12/2011,3578.27,1,3578.27,3578.27,178
45009,SO45009,NULL,27/11/2011,09/12/2011,699.0982,1,699.0982,699.0982,178
45014,SO45014,NULL,27/11/2011,09/12/2011,699.0982,1,699.0982,699.0982,178
45012,SO45012,NULL,27/11/2011,09/12/2011,699.0982,1,699.0982,699.0982,178
45015,SO45015,NULL,27/11/2011,09/12/2011,3399.99,1,3399.99,3399.99,178
45021,SO45021,NULL,28/11/2011,10/12/2011,3374.99,1,3374.99,3374.99,179
45020,SO45020,NULL,28/11/2011,10/12/2011,3578.27,1,3578.27,3578.27,179
45017,SO45017,NULL,28/11/2011,10/12/2011,3578.27,1,3578.27,3578.27,179
45019,SO45019,NULL,28/11/2011,10/12/2011,3578.27,1,3578.27,3578.27,179
45023,SO45023,NULL,28/11/2011,10/12/2011,3578.27,1,3578.27,3578.27,179
45016,SO45016,NULL,28/11/2011,10/12/2011,3578.27,1,3578.27,3578.27,179
45022,SO45022,NULL,28/11/2011,10/12/2011,3374.99,1,3374.99,3374.99,179
45018,SO45018,NULL,28/11/2011,10/12/2011,3578.27,1,3578.27,3578.27,179
45028,SO45028,NULL,29/11/2011,11/12/2011,3578.27,1,3578.27,3578.27,180
45029,SO45029,NULL,29/11/2011,11/12/2011,3578.27,1,3578.27,3578.27,180
45025,SO45025,NULL,29/11/2011,11/12/2011,3578.27,1,3578.27,3578.27,180
45026,SO45026,NULL,29/11/2011,11/12/2011,3399.99,1,3399.99,3399.99,180
45024,SO45024,NULL,29/11/2011,11/12/2011,3399.99,1,3399.99,3399.99,180
45030,SO45030,NULL,29/11/2011,11/12/2011,3374.99,1,3374.99,3374.99,180
45027,SO45027,NULL,29/11/2011,11/12/2011,3578.27,1,3578.27,3578.27,180
45037,SO45037,NULL,30/11/2011,12/12/2011,699.0982,1,699.0982,699.0982,181
45031,SO45031,NULL,30/11/2011,12/12/2011,3578.27,1,3578.27,3578.27,181
45033,SO45033,NULL,30/11/2011,12/12/2011,3578.27,1,3578.27,3578.27,181
45036,SO45036,NULL,30/11/2011,12/12/2011,3578.27,1,3578.27,3578.27,181
45035,SO45035,NULL,30/11/2011,12/12/2011,3578.27,1,3578.27,3578.27,181
45032,SO45032,NULL,30/11/2011,12/12/2011,3578.27,1,3578.27,3578.27,181
45034,SO45034,NULL,30/11/2011,12/12/2011,3578.27,1,3578.27,3578.27,181
45041,SO45041,PO17458147053,01/12/2011,13/12/2011,419.4589,1,419.4589,419.4589,182
45045,SO45045,PO15428115744,01/12/2011,13/12/2011,5.7,2,11.4,14261.358,182
45047,SO45047,PO14732155479,01/12/2011,13/12/2011,874.794,2,1749.588,39661.3812,182
45038,SO45038,PO18473129920,01/12/2011,13/12/2011,5.7,2,11.4,27123.6534,182
45039,SO45039,PO18444197500,01/12/2011,13/12/2011,419.4589,2,838.9178,27722.1591,182
45042,SO45042,PO16617111461,01/12/2011,13/12/2011,2039.994,2,4079.988,40648.38,182
45044,SO45044,PO16008114038,01/12/2011,13/12/2011,419.4589,1,419.4589,5056.7532,182
45057,SO45057,PO11049133413,01/12/2011,13/12/2011,419.4589,1,419.4589,22233.0559,182
45043,SO45043,PO16588117521,01/12/2011,13/12/2011,2024.994,4,8099.976,32576.7309,182
45045,SO45045,PO15428115744,01/12/2011,13/12/2011,2024.994,1,2024.994,14261.358,182
45047,SO45047,PO14732155479,01/12/2011,13/12/2011,2146.962,1,2146.962,39661.3812,182
45038,SO45038,PO18473129920,01/12/2011,13/12/2011,28.8404,4,115.3616,27123.6534,182
45039,SO45039,PO18444197500,01/12/2011,13/12/2011,183.9382,2,367.8764,27722.1591,182
45042,SO45042,PO16617111461,01/12/2011,13/12/2011,2039.994,4,8159.976,40648.38,182
45044,SO45044,PO16008114038,01/12/2011,13/12/2011,178.5808,2,357.1616,5056.7532,182
